iter	Logloss
250	0.5071329385
251	0.5069281053
252	0.5067961173
253	0.5065354362
254	0.5063157261
255	0.5060857303
256	0.5058342036
257	0.5055576003
258	0.5053106872
259	0.5051338821
260	0.5048560746
261	0.5046380517
262	0.5044809632
263	0.5042811336
264	0.5040436333
265	0.5038360387
266	0.503590402
267	0.5033690895
268	0.5031339763
269	0.5029335816
270	0.5026638326
271	0.5025109006
272	0.5022608239
273	0.502026029
274	0.5017963174
275	0.5015756193
276	0.5013665837
277	0.5011446157
278	0.5009132946
279	0.5007018828
280	0.5004806009
281	0.5002208212
282	0.5000062217
283	0.4997333445
284	0.499517527
285	0.4992712546
286	0.4990311053
287	0.498782038
288	0.4985489932
289	0.4983269643
290	0.4981078112
291	0.49788727
292	0.4976353454
293	0.4974282556
294	0.4972103694
295	0.4969893554
296	0.4967584538
297	0.4965499271
298	0.4962978577
299	0.496124005
300	0.4958803334
301	0.4956624938
302	0.4954901813
303	0.4952440968
304	0.4950784752
305	0.4948707746
306	0.494613606
307	0.494389744
308	0.4942239024
309	0.4939678313
310	0.4937354853
311	0.4936245763
312	0.4934501695
313	0.4932407613
314	0.493045197
315	0.4928432694
316	0.4926552168
317	0.4924619343
318	0.4923110173
319	0.4921315532
320	0.4919521597
321	0.4917708361
322	0.4915859436
323	0.491389238
324	0.4911981573
325	0.4909634878
326	0.4907484873
327	0.4905545737
328	0.4903141192
329	0.4901114581
330	0.4898935477
331	0.4896569333
332	0.4894312985
333	0.489240013
334	0.4890696388
335	0.4888468453
336	0.4886282412
337	0.488516897
338	0.4883182306
339	0.4881273704
340	0.4879288985
341	0.4878451106
342	0.4876531246
343	0.4874186202
344	0.4872222826
345	0.487044881
346	0.4868680199
347	0.4866469478
348	0.4863902926
349	0.4861419508
350	0.485929014
351	0.4857175471
352	0.4855672403
353	0.4854029158
354	0.4852228524
355	0.4850235996
356	0.4848742933
357	0.4846867131
358	0.4845650505
359	0.4844412806
360	0.4842421148
361	0.4840541694
362	0.4838256985
363	0.4836164011
364	0.4833765085
365	0.4831775703
366	0.4829871921
367	0.4827409209
368	0.4825593572
369	0.4824007501
370	0.4822199066
371	0.4819998367
372	0.481809815
373	0.4816388546
374	0.481443104
375	0.4812840586
376	0.481135058
377	0.4809482058
378	0.4807804092
379	0.4805864196
380	0.480393723
381	0.4803626497
382	0.4802265644
383	0.4800581965
384	0.4798983257
385	0.4796967304
386	0.4796102682
387	0.4794239063
388	0.4792105294
389	0.4789994212
390	0.4787775846
391	0.4785652625
392	0.4783967262
393	0.4782490362
394	0.4780794791
395	0.4778547071
396	0.477736174
397	0.4775759811
398	0.4773640019
399	0.4771997646
400	0.4769958925
401	0.4767943086
402	0.4766079054
403	0.476424951
404	0.4762831374
405	0.4762308276
406	0.4760039993
407	0.4758286093
408	0.4756973756
409	0.4755106107
410	0.4753776974
411	0.4752409261
412	0.4750731249
413	0.4748643509
414	0.4746230987
415	0.4744135532
416	0.4742773608
417	0.4740806124
418	0.473941472
419	0.4738034372
420	0.4736270262
421	0.4734607654
422	0.4732709636
423	0.4730921168
424	0.472872097
425	0.4726429029
426	0.472462021
427	0.4722789082
428	0.4721659564
429	0.4720984039
430	0.4719054588
431	0.4716787687
432	0.4716506287
433	0.4714685718
434	0.4712749674
435	0.4711055133
436	0.4709628933
437	0.4707575756
438	0.4705598498
439	0.4703837671
440	0.4702271679
441	0.470043091
442	0.469799035
443	0.4695736786
444	0.4693428373
445	0.4691317267
446	0.46898807
447	0.4687880251
448	0.468613888
449	0.4683953223
450	0.4682865449
451	0.4681015684
452	0.467980217
453	0.4678181822
454	0.4675844101
455	0.4674549326
456	0.4673355037
457	0.4673119315
458	0.4671113867
459	0.4669186882
460	0.4667012923
461	0.4665681368
462	0.4664040489
463	0.4662948358
464	0.466107261
465	0.4659775943
466	0.4658666045
467	0.4656833046
468	0.465466878
469	0.4652929288
470	0.4651390031
471	0.4649537285
472	0.4647949894
473	0.4647784109
474	0.4645771721
475	0.4643949251
476	0.4642024106
477	0.4640878704
478	0.4639010607
479	0.4637212932
480	0.4635045323
481	0.4633617978
482	0.4631540988
483	0.4629797249
484	0.4628482946
485	0.4627041248
486	0.4625246874
487	0.4623700312
488	0.4622806193
489	0.4621484568
490	0.4619670336
491	0.4618238828
492	0.4616773622
493	0.4615284377
494	0.4613424954
495	0.4612071141
496	0.4610730011
497	0.4609093675
498	0.4607315234
499	0.4604986126
500	0.4602919221
501	0.4601444745
502	0.4599589384
503	0.459760425
504	0.4595835129
505	0.4594268282
506	0.459233075
507	0.4590623725
508	0.4588902194
509	0.4587575282
510	0.4586573952
511	0.4584846242
512	0.4583693895
513	0.4582348798
514	0.4580120271
515	0.4578794241
516	0.4577058489
517	0.4574858888
518	0.4573441349
519	0.4572041795
520	0.4570197103
521	0.4568406732
522	0.4566426692
523	0.4564993837
524	0.456313913
525	0.4562789328
526	0.456171487
527	0.4560401553
528	0.4558394109
529	0.4556474593
530	0.4554783614
531	0.4553186315
532	0.4552276827
533	0.4550558741
534	0.4549186406
535	0.4547713939
536	0.4545794218
537	0.454406281
538	0.4542796903
539	0.454102412
540	0.4539487804
541	0.4538125228
542	0.4536529691
543	0.4534389179
544	0.4533227875
545	0.4531518358
546	0.4530635252
547	0.4529698878
548	0.4528222491
549	0.4526621555
550	0.4525153473
551	0.4523360666
552	0.4521609122
553	0.4519890753
554	0.4518259107
555	0.4516643242
556	0.4515252367
557	0.4513704488
558	0.4512083876
559	0.4510820276
560	0.4509583383
561	0.4508254935
562	0.4507366673
563	0.4505490738
564	0.4504931822
565	0.4503766156
566	0.4502205698
567	0.4500468484
568	0.4499062835
569	0.449753296
570	0.449605072
571	0.4494505866
572	0.4492692497
573	0.4491283225
574	0.4489345613
575	0.4487678459
576	0.448640213
577	0.4485008008
578	0.4483628317
579	0.4482232086
580	0.448060333
581	0.4478744474
582	0.4477647254
583	0.4476182721
584	0.4474570798
585	0.447269171
586	0.4471313367
587	0.4469733407
588	0.4468009015
589	0.4466288846
590	0.4464697278
591	0.4463205244
592	0.4461664056
593	0.4460435577
594	0.4458774918
595	0.4457166192
596	0.4455607745
597	0.445387238
598	0.4452266016
599	0.4450380243
600	0.4449289185
601	0.4448102101
602	0.4446497532
603	0.4444135536
604	0.4442725207
605	0.4442266011
606	0.4440715677
607	0.4438867005
608	0.4437139044
609	0.4435941018
610	0.4434639336
611	0.4433151354
612	0.4431544678
613	0.4429965356
614	0.4428843791
615	0.4428713493
616	0.4426901418
617	0.4425509817
618	0.4423981002
619	0.4423675203
620	0.4422060394
621	0.4420810494
622	0.4419743918
623	0.4418460486
624	0.4416820996
625	0.4414898375
626	0.4413032989
627	0.4411406325
628	0.4409930682
629	0.4408704972
630	0.4407272797
631	0.440615125
632	0.4404780005
633	0.4403556133
634	0.4402421675
635	0.4401537574
636	0.4400446072
637	0.4398439171
638	0.4396991247
639	0.4395742483
640	0.4394150129
641	0.4392764457
642	0.4391957104
643	0.4390461019
644	0.4388650805
645	0.4387158727
646	0.4385924912
647	0.4384533451
648	0.4383679416
649	0.4382239418
650	0.4380523771
651	0.437932895
652	0.4377735604
653	0.43766037
654	0.4374957341
655	0.4373881964
656	0.4372062848
657	0.4370753823
658	0.4369967105
659	0.4368748751
660	0.4367356179
661	0.4365856438
662	0.436398
663	0.4362236258
664	0.4360816756
665	0.435903527
666	0.4357439998
667	0.435602808
668	0.4355020736
669	0.4353424981
670	0.4351974741
671	0.4350488487
672	0.4349265112
673	0.434794757
674	0.4346312739
675	0.4345065654
676	0.4343821828
677	0.4342288609
678	0.4340702747
679	0.434056871
680	0.4338693967
681	0.4337383817
682	0.4336031064
683	0.433417936
684	0.4332823383
685	0.4331630099
686	0.4330009109
687	0.4328709339
688	0.4327106839
689	0.4325519845
690	0.4324253598
691	0.4322843916
692	0.4321298022
693	0.4320179548
694	0.4319847716
695	0.431854299
696	0.4316759028
697	0.4315520625
698	0.4314187613
699	0.4313055387
700	0.4311547841
701	0.4310286479
702	0.4310155426
703	0.4309241656
704	0.4307511587
705	0.43058948
706	0.4304350801
707	0.4302792054
708	0.4301012477
709	0.4299708347
710	0.4299132726
711	0.4297698616
712	0.4296189839
713	0.429491663
714	0.4293522896
715	0.4292037867
716	0.4291922192
717	0.4290735774
718	0.4289564188
719	0.4288004356
720	0.4286521716
721	0.4285253956
722	0.4283865529
723	0.4282601617
724	0.4281164513
725	0.4279716432
726	0.4278590002
727	0.4277264008
728	0.4275970217
729	0.427440978
730	0.4273090789
731	0.4271897194
732	0.427073849
733	0.4269264303
734	0.426779797
735	0.4266415704
736	0.426458365
737	0.4262949382
738	0.4261129928
739	0.4259389482
740	0.4258086499
741	0.4256536596
742	0.4255167791
743	0.4253422791
744	0.4252762442
745	0.4251112885
746	0.4249490542
747	0.4248483308
748	0.4247625515
749	0.4246116932
750	0.4244465897
751	0.4243071406
752	0.4241702184
753	0.4240234449
754	0.4240141228
755	0.4239063495
756	0.4237792248
757	0.4236526513
758	0.4235092728
759	0.4233862279
760	0.4232430179
761	0.4230817267
762	0.4229625433
763	0.4228227091
764	0.4226396305
765	0.4225197134
766	0.4225096058
767	0.4223856788
768	0.4222645617
769	0.4220555495
770	0.4219434591
771	0.42180274
772	0.4216639329
773	0.4214838832
774	0.4214726837
775	0.4213262675
776	0.4211907115
777	0.4210792697
778	0.4209315047
779	0.4207802153
780	0.4206708175
781	0.4205606598
782	0.4203901768
783	0.4203258904
784	0.4201604563
785	0.4200330879
786	0.4198836133
787	0.4197317684
788	0.4195588629
789	0.419455463
790	0.4194260905
791	0.419342556
792	0.4191750153
793	0.4190143406
794	0.418863268
795	0.4187742183
796	0.4186372616
797	0.418517083
798	0.4183580889
799	0.4182267379
800	0.4181173092
801	0.4181113163
802	0.4179606065
803	0.4179124909
804	0.4177723004
805	0.417648031
806	0.4174946127
807	0.4173866248
808	0.4172740251
809	0.4171148316
810	0.416995554
811	0.4168603066
812	0.416705552
813	0.41652502
814	0.4164259124
815	0.4164214868
816	0.4162597883
817	0.4162395348
818	0.416050376
819	0.4159203493
820	0.4157722001
821	0.4156585485
822	0.4155384693
823	0.4154256132
824	0.4152836579
825	0.4151525045
826	0.4150543384
827	0.4149349811
828	0.4147996715
829	0.4146369058
830	0.4145149806
831	0.4143456079
832	0.4141975307
833	0.4140341608
834	0.4139365843
835	0.4137691854
836	0.4136628646
837	0.4135339794
838	0.4133798215
839	0.4132317593
840	0.4130912986
841	0.4129499613
842	0.4128123558
843	0.4126721161
844	0.4125370582
845	0.4125244296
846	0.4124100583
847	0.4123166859
848	0.4122346607
849	0.4121068495
850	0.4119676146
851	0.4119189988
852	0.4118259719
853	0.4117124692
854	0.4116224493
855	0.4114786496
856	0.4113370382
857	0.4111904379
858	0.4109882829
859	0.4108852014
860	0.4107368983
861	0.4106355468
862	0.4104302058
863	0.4103492437
864	0.4102511539
865	0.4100712457
866	0.4099468278
867	0.4098121462
868	0.4096580213
869	0.4095940457
870	0.4094636774
871	0.4092878427
872	0.4091894875
873	0.4090909856
874	0.4089385087
875	0.4088124562
876	0.4086831197
877	0.4085950021
878	0.4084303852
879	0.4083165955
880	0.4081659217
881	0.4080361649
882	0.4079295948
883	0.4077949309
884	0.4076523614
885	0.4075164174
886	0.4073848447
887	0.4072566137
888	0.4071733515
889	0.4070303174
890	0.4069162068
891	0.406794866
892	0.4066874547
893	0.4065604012
894	0.4064608104
895	0.4063066669
896	0.4061389582
897	0.4061320424
898	0.40600434
899	0.4058447034
900	0.4057405177
901	0.40561139
902	0.4054534362
903	0.4053277557
904	0.4051908546
905	0.4050374163
906	0.4049298662
907	0.4048083152
908	0.4046295352
909	0.4045023813
910	0.4043587085
911	0.4042151221
912	0.4040847058
913	0.403961565
914	0.4038136797
915	0.4036767652
916	0.4035391661
917	0.4033971393
918	0.4032797026
919	0.4031487606
920	0.4030064195
921	0.4028467727
922	0.4028381493
923	0.4026638321
924	0.4025043071
925	0.4024877722
926	0.4023532895
927	0.4022091195
928	0.4020805108
929	0.4019607118
930	0.4018185709
931	0.4017016975
932	0.4015747143
933	0.4014770458
934	0.4013408127
935	0.40121443
936	0.4010750495
937	0.4009349644
938	0.4008294061
939	0.4008238972
940	0.4007130857
941	0.4005941303
942	0.4004572854
943	0.4003337495
944	0.4002199164
945	0.4001316134
946	0.4000411831
947	0.3999385856
948	0.3997938581
949	0.3996338925
950	0.3995090825
951	0.3993925774
952	0.3993054816
953	0.3992071008
954	0.3990904305
955	0.3989801512
956	0.3988690878
957	0.3987903896
958	0.3986744839
959	0.3986703673
960	0.3985877401
961	0.3984462637
962	0.3982927687
963	0.3981360137
964	0.3980260151
965	0.3979130202
966	0.3977869026
967	0.3976315884
968	0.3975273466
969	0.3974010638
970	0.3972977721
971	0.3971822581
972	0.397089781
973	0.3970032417
974	0.3969030074
975	0.396768588
976	0.3966772806
977	0.396566706
978	0.3964470537
979	0.3963144118
980	0.39621717
981	0.3961231603
982	0.3960227593
983	0.3958809568
984	0.3957191563
985	0.3956688439
986	0.3955675342
987	0.3954136174
988	0.3953350511
989	0.3952958119
990	0.3951861096
991	0.3950532438
992	0.39495669
993	0.394833563
994	0.3947938363
995	0.3946722833
996	0.3945723902
997	0.3944586535
998	0.3943259254
999	0.3941802255
